* c:\users\lenovo\esim-workspace\rtl_full_adder_design_and_simulation\rtl_full_adder_design_and_simulation.cir
Transient Analysis  Wed May 05 16:09:59  2021
--------------------------------------------------------------------------------
Index   time            v1#branch       v2#branch       v3#branch       
--------------------------------------------------------------------------------
0	0.000000e+000	6.987963e-005	6.987963e-005	7.130913e-005	
1	1.000000e-008	6.048106e-005	6.048106e-005	6.161156e-005	
2	1.092579e-008	5.961582e-005	5.961582e-005	6.071625e-005	
3	1.277737e-008	5.789516e-005	5.789516e-005	5.893057e-005	
4	1.648053e-008	5.451103e-005	5.451103e-005	5.538795e-005	
5	2.388685e-008	4.795650e-005	4.795650e-005	4.841032e-005	
6	3.869949e-008	3.559800e-005	3.559800e-005	3.483487e-005	
7	6.832477e-008	1.319066e-005	1.319066e-005	8.872132e-006	
8	1.275753e-007	-2.63233e-005	-2.63233e-005	-4.01313e-005	
9	2.205650e-007	-8.82617e-005	-8.82617e-005	-1.13685e-004	
10	3.244284e-007	-1.86248e-004	-1.86248e-004	-1.95957e-004	
11	4.275598e-007	-2.89038e-004	-2.89038e-004	-2.91431e-004	
12	5.614418e-007	-4.22583e-004	-4.22583e-004	-4.22450e-004	
13	7.082311e-007	-5.68913e-004	-5.68913e-004	-5.68750e-004	
14	9.147326e-007	-7.74667e-004	-7.74667e-004	-7.74603e-004	
15	1.000000e-006	-8.59609e-004	-8.59609e-004	-8.59574e-004	
16	1.017987e-006	-8.59551e-004	-8.59551e-004	-8.59531e-004	
17	1.053962e-006	-8.59443e-004	-8.59443e-004	-8.59437e-004	
18	1.125912e-006	-8.59255e-004	-8.59255e-004	-8.59270e-004	
19	1.180879e-006	-8.59127e-004	-8.59127e-004	-8.59156e-004	
20	1.231666e-006	-8.59018e-004	-8.59018e-004	-8.59057e-004	
21	1.296705e-006	-8.58890e-004	-8.58890e-004	-8.58944e-004	
22	1.356643e-006	-8.58783e-004	-8.58783e-004	-8.58849e-004	
23	1.444701e-006	-8.58644e-004	-8.58644e-004	-8.58736e-004	
24	1.513876e-006	-8.58547e-004	-8.58547e-004	-8.58653e-004	
25	1.580702e-006	-8.58463e-004	-8.58463e-004	-8.58577e-004	
26	1.667480e-006	-8.58365e-004	-8.58365e-004	-8.58488e-004	
27	1.749837e-006	-8.58283e-004	-8.58283e-004	-8.58413e-004	
28	1.884604e-006	-8.58167e-004	-8.58167e-004	-8.58306e-004	
29	2.034069e-006	-8.58062e-004	-8.58062e-004	-8.58209e-004	
30	2.288393e-006	-8.57923e-004	-8.57923e-004	-8.58081e-004	
31	2.689225e-006	-8.57778e-004	-8.57778e-004	-8.57947e-004	
32	3.436978e-006	-8.57638e-004	-8.57638e-004	-8.57819e-004	
33	4.932485e-006	-8.57554e-004	-8.57554e-004	-8.57745e-004	
34	7.008550e-006	-8.57547e-004	-8.57547e-004	-8.57739e-004	
35	1.024715e-005	-8.57548e-004	-8.57548e-004	-8.57740e-004	
36	1.579744e-005	-8.57547e-004	-8.57547e-004	-8.57740e-004	
37	2.689803e-005	-8.57547e-004	-8.57547e-004	-8.57740e-004	
38	4.909919e-005	-8.57547e-004	-8.57547e-004	-8.57740e-004	
39	9.350152e-005	-8.57547e-004	-8.57547e-004	-8.57740e-004	
40	1.823062e-004	-8.57547e-004	-8.57547e-004	-8.57740e-004	
41	3.599155e-004	-8.57547e-004	-8.57547e-004	-8.57740e-004	
42	7.151341e-004	-8.57547e-004	-8.57547e-004	-8.57740e-004	
43	1.001000e-003	-8.57547e-004	-8.57547e-004	-8.57740e-004	
44	1.001100e-003	-7.57616e-004	-8.57574e-004	-8.57740e-004	
45	1.001300e-003	-5.57819e-004	-8.57648e-004	-8.57740e-004	
46	1.001463e-003	-3.95343e-004	-8.57740e-004	-8.57740e-004	
47	1.001672e-003	-1.86582e-004	-8.57894e-004	-8.57740e-004	
48	1.002000e-003	1.404632e-004	-8.58217e-004	-8.57740e-004	
49	1.002042e-003	1.403301e-004	-8.58256e-004	-8.57740e-004	
50	1.002126e-003	1.400638e-004	-8.58334e-004	-8.57740e-004	
51	1.002293e-003	1.395644e-004	-8.58473e-004	-8.57740e-004	
52	1.002460e-003	1.358274e-004	-8.58575e-004	-8.57817e-004	
53	1.002587e-003	9.649111e-005	-8.58666e-004	-8.57995e-004	
54	1.002690e-003	7.645013e-005	-8.58731e-004	-8.58108e-004	

Index   time            v1#branch       v2#branch       v3#branch       
